Id_destinasi,Nama,Rating,Jam Operasional,Tiket Masuk,Kategori,Kota,Lokasi,Deskripsi
183,Alun-alun Kota Bogor,4.6,05.00-22.00 WIB,Gratis,"Keluarga,Alam",Bogor,https://maps.app.goo.gl/1R4fmrFYyPvPbhPg9,"merupakan salah satu taman kota yang terletak di pusat Kota Bogor, Jawa Barat, Indonesia. Alun-alun ini memiliki beragam fungsi dan makna dalam kehidupan masyarakat setempat dan merupakan tempat berbagai aktivitas sosial, budaya, dan rekreasi."
184,Monumen nasional (Tugu Monas),4.6,08.00-16.00 WIB,Rp4.000-Rp15.000,"Keluarga,Pendidikan",Jakarta,https://maps.app.goo.gl/oKFreWYH53QvtbAj9,"Monas merupakan ikon dari ibu kota, bahkan dari indonesia itu sendiri. Monas menjadi salah satu symbol kemerdekaan indonesia yang memiliki tinggi sekitar 32 meter."
185,Kebun Binatang Ragunan,5,07.00-16.00 WIB,Rp3.000-Rp4.000,"Keluarga,Pendidikan",Jakarta,https://maps.app.goo.gl/1XSkkTgv2ZMEvnAB7,Taman Margasatwa Ragunan atau kerap disebut Kebun Binatang Ragunan merupakan salah satu destinasi wisata favorit di DKI Jakarta dan sekitarnya.
186,Dufan (Dunia fantasi),4.6,10.00-20.00 WIB,Rp250.000-Rp275.000,"Keluarga,Petualangan",Jakarta,https://maps.app.goo.gl/47FFBTxxwyN6TVYeA,Dufan atau Dunia Fantasi merupakan tempat wisata yang sangat popular. Tempat wisata ini menyediakan berbagai wahana menarik yang dapat dinikmati bersama keluarga.
187,Taman Mini Indonesia Indah (TMII),4.5,06.00-17.00 WIB,Rp25.000-Rp50.000,"Keluarga,Sejarah&Budaya",Jakarta,https://maps.app.goo.gl/t5apjXRAowxoYVkE6,"Taman Mini Indonesia Indah (TMII) memiliki peran penting sebagai sarana edukasi kebhinekaan sekaligus memperkenalkan keanekaragaman warisan budaya Indonesia. Sejak dibangun pada tahun 1972 di lahan seluas 150 hektar, TMII sudah menjadi tujuan wisata favorit bagi masyarakat dari berbagai kalangan mulai dari anak-anak hingga orang dewasa."
188,Kota Tua Jakarta,4.6,06.00-22.00 WIB,Gratis,"Keluarga,Sejarah&Budaya",Jakarta,https://maps.app.goo.gl/STxiA7ZNmhvDvspW9,Kota Tua Jakarta atau Old Batavia merupakan destinasi wisata ikonis di ibu kota. Kawasan ini telah ada sejak zaman kolonial Belanda.
189,Perpustakaan Nasional,4.8,08.00-18.00 WIB,Gratis,Pendidikan,Jakarta,https://maps.app.goo.gl/b9d3DUvqw8WzAbBe7,"Dianugerahi sebagai perpustakaan tertinggi di dunia oleh Guinness World Records, Perpustakaan Nasional memiliki koleksi sejumlah empat juta buku yang tersebar pada gedung dengan 24 lantai ini. Selain menjadi pusat koleksi buku, Perpustakaan Nasional juga memiliki berbagai fasilitas lain, seperti ruang teater, layanan audio visual, area budaya baca, data center, serta menjadi lokasi kantor Akademi Ilmu Pengetahuan Indonesia."
190,Roti Buaya,4,10.00-22.00 WIB,Rp130.000-Rp275.000,"Keluarga,Kuliner",Jakarta,https://maps.app.goo.gl/n9xXnQE7VVkXXdvP9,"tau kah mengenai Roti Buaya? Ya! Makanan tradisional Betawi ini menjadi makanan khas pada pesta pernikahan tradisional Betawi atau acara-acara khusus lainnya. Namun, tahukah kamu kalau roti ini dalam adat pernikahan Betawi ini hanya digunakan sebagai simbol"
191,Pulau Macan,4.4,10.00-17.00 WIB,Rp950.000-Rp2.857.000,"Keluarga,Alam,Air",Jakarta,https://maps.app.goo.gl/DmATUVN1uhBR4w3JA,"Pulau Macan di Kepulauan Seribu adalah tempat yang masih alami untuk speedboat kurang dari dua jam dari dermaga Marina Ancol di Jakarta Utara. Pulau Macan akan memberikan nuansa alam pada ruangan dan sekitarnya, dinobatkan sebagai pulau yang menggunakan 100% energi bersih, mengedepankan konsep pariwisata regeneratif yang memberikan dampak positif bagi lingkungan."
192,Hutan Kota GBK,4.7,06.00-18.00 WIB,Gratis,"Keluarga,Alam",Jakarta,https://maps.app.goo.gl/DNtG9TaA9L4v1dRo9,"Lanskap yang luas dan pemandangan indah Hutan Kota Gelora Bung Karno tentu akan menjadi tempat rileks yang menyenangkan di dalam kota. Dibangun untuk menciptakan lebih banyak ruang hijau di Jakarta dan menyediakan suasana kesegaran alam di dalam kota dan tempat teman-teman untuk dapat menikmati aktivitas rekreasi, terhubung dengan alam,aktivitas luar ruangan lainnya, dan beristirahat sejenak di kota."
193,Taman Mataram,"4,5",08.00-16.00 WIB,Rp20.000-Rp75.000,"Keluarga,Alam",Jakarta,https://maps.app.goo.gl/gra321app912xY858,Taman Mataram adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun hari liburan. Tempat ini sangat indah dan bisa memberikan sensasi yang berbeda dengan aktivitas kita sehari hari. Wisata Taman Mataram di Kebayoran Baru DKI Jakarta Selatan memiliki pesona keindahan yang sangat menarik untuk dikunjungi. mengunjungi Wisata Taman Mataram di Kebayoran Baru yang mempunyai keindahan yang tiada duanya tersebut.
194,Green Lake View Waterpark,"4,3",09.00-17.00 WIB,Rp40.000-Rp60.000,"Keluarga,Air",Depok,https://maps.app.goo.gl/DmnyJekQb79tH46M6,"Destinasi ini memiliki tiga jenis kolam, yakni kolam anak, dewasa, dan waterboom. Dilengkapi dengan sejumlah fasilitas mumpuni, Green Lake View Waterpark selalu ramai dikunjungi wisatawan, terutama pada akhir pekan dan libur panjang."
195,Fantasy Waterpark,5,08.00-17.00 WIB,Rp45.000-Rp65.000,"Keluarga,Air",Depok,https://maps.app.goo.gl/qt64sZhcqcdzhUHW8,"Fantasy Waterpark merupakan objek wisata terbaik di Depok yang cocok dikunjungi bersama keluarga. Destinasi ini mengusung konsep unik, yakni Negeri 1001 Malam yang identik dengan kisah Aladin. Konsep ini sangat menarik, terutama bagi anak-anak yang menyukai dongeng."
196,Taman Wisata Pasir Putih,4.3,09.00-17.00 WIB,Rp30.000-Rp40.000,"Keluarga,Air",Depok,https://maps.app.goo.gl/oPSApuQaTA2mKZUn7,"Taman Wisata Pasir Putih menawarkan berbagai wahana permainan air yang dapat dicoba oleh orang dewasa dan anak-anak. Destinasi wisata ini dilengkapi fasilitas yang menunjang kenyamanan pengunjung, seperti pemancingan, bungalo, flying fox, ATV, dan taman bermain."
197,D'kandang Amazing Farm,4.3,09.00-16.00 WIB,Rp20.000-Rp25.000,"Keluarga,Pendidikan",Depok,https://maps.app.goo.gl/b6PCBsM3HJXL1PP3A,"destinasi wisata ini didesain unik sehingga tampak lebih menarik. D’Kandang Amazing Farm menawarkan sejumlah aktivitas seru yang dapat dilakukan oleh buah hati, seperti berinteraksi dengan sapi, kuda, atau kambing. Selain itu, anak pun akan mempelajari cara bercocok tanam yang baik."
198,Godong Ijo,4.3,08.00-18.00 WIB,Gratis,Pendidikan,Depok,https://maps.app.goo.gl/H7ne4pvuQMwx6gqW8,Godong Ijo merupakan tempat wisata edukasi di Depok yang menawarkan berbagai aktivitas untuk anak-anak dan dewasa. Anak-anak dapat melatih kreativitas dalam kelas membuat kerajinan bambu dan keramik. Tempat wisata di Depok ini juga akan mengajak si kecil meningkatkan kecintaan pada hewan dan lingkungan melalui aktivitas menanam tanaman hias dan memberi makan hewan. Ada juga kolam pancing di unik karena Anda bisa mencoba peruntungan dengan memancing ikan monster.
199,Masjid Kubah Emas,4.7,05.00-21.00 WIB,Gratis,"Keluarga,Religi",Depok,https://maps.app.goo.gl/FkXozFFYeHnrDVMr8,"Bagi Anda yang gemar wisata religi, wajib mengunjungi Masjid Kubah Emas. Masjid yang berlokasi di Jalan Raya Maruyung ini memiliki kubah-kubah yang dilapisi emas setebal 2 sampai 3 milimeter. Bentuk kubah utamanya pun unik menyerupai kubah Taj Mahal di India atau kubah masjid khas Persia."
200,Taman Bunga Wiladatika,4.3,08.00-16.00 WIB,Rp10.000-Rp20.000,"Alam,Air,Pendidikan",Depok,https://maps.app.goo.gl/yYmjPvrStApRJkfL7,"Destinasi wisata yang telah berdiri sejak tahun 1980 ini menawarkan ketenangan dan panorama indah. Sejauh mata memandang terdapat hamparan rumput hijau, pepohonan rindang, bunga penuh warna, dan air mancur. Sangat indah dan membuat suasana lebih teduh."
201,Situ Pengasingan Depok,4.3,08.00-18.00 WIB,Gratis,"Keluarga,Alam,Air",Depok,https://maps.app.goo.gl/joGFdGYh6mi6pZ31A,"Situ Pengasinan Depok merupakan sebuah danau yang menawarkan keindahan alam dan ketenangan. Sangat cocok untuk relaksasi. Di tempat ini Anda dapat melakukan berbagai aktivitas menyenangkan, seperti piknik di bawah pohon, memancing, flying fox, atau berkeliling danau menggunakan perahu bebek."
202,Cagar Alam Depok,4.6,08.00-18.00 WIB,Gratis,"Keluarga,Alam",Depok,https://maps.app.goo.gl/44QxUnkoq3vkwUwB8,"Cagar alam Depok memiliki nama resmi Taman Hutan Raya (Tahura) Pancoran Mas, merupakan bagian dari ruang terbuka hijau atau hutan kota miliki Pemerintah Kota Depok."
203,Taman Lembah Gurame,4.4,07.00-22.00 WIB,Gratis,"Keluarga,Alam,Air",Depok,https://maps.app.goo.gl/fgw6vjD76NMoZ2Vm9,Taman Lembah Gurame menjadi salah satu taman yang dilabeli dengan julukan sebagai taman terbuka terbesar di Depok.
204,Transera Waterpark,4.3,08.30-17.30 WIB,Rp35.000-Rp125.000,"Keluarga,Air",Bekasi,https://maps.app.goo.gl/NBSVwYpnnRcpVHD76,"Wahana di Transera Harapan Indah seperti : Cango SlideObus, Zambesi River, Turkana Pool, Voodoo House, Mosi Oa Tunya, Golwe Pool, LAMPION PARK, CRAZY CONE, Tangalooma, Gari Gari, Ducky Dunks, dll."
205,Taman Buaya Indonesia Jaya,4.1,08.00-17.00 WIB,Rp20.000,Keluarga,Bekasi,https://maps.app.goo.gl/nFRUxBd4CvGW2EJS8,"tempat wisata ini adalah tempat penangkaran buaya terbesar di Indonesia, dan bahkan di Asia"
206,Hutan Kota Patriot Bina Bangsa,4.4,08.00-20.00 WIB,Gratis,"Keluarga,Alam",Bekasi,https://maps.app.goo.gl/34976cwQ4mDGZhk28,"merupakan lahan terbuka hijau yang sangat luas di Kota Bekasi. Terletak di Jalan Ahmad Yani Nomor 2 Kayuringin, Kecamatan Bekasi Selatan, Kota Bekasi, Hutan Kota Bekasi bisa jadikan tempat wisata dan tempat olahraga."
207,Gedung Juang 45,4.7,09.00-16.00 WIB,Rp2.000-Rp5.000,"Sejarah&Budaya,Pendidikan",Bekasi,https://maps.app.goo.gl/rFTfGFnBRYqLca9c8,"Gedung Juang Tambun adalah sebuah situs sejarah yang terletak di Kecamatan Tambun Selatan, Kabupaten Bekasi, Jawa Barat, Indonesia. Saat ini Gedung Juang Tambun difungsikan sebagai Museum Bekasi yang dikelola oleh Pemerintah Kabupaten Bekasi."
208,Saung Ranggon,4.2,24 jam,Gratis,Sejarah&Budaya,Bekasi,https://maps.app.goo.gl/KaRCSyJHfha4yapx9,"Saung Ranggon merupakan bangunan bersejarah di Kampung Cikedokan, Kecamatan Cikarang Barat, Kabupaten Bekasi, Jawa Barat. Tempat itu ternyata merupakan tempat singgah Pangeran Jayakarta dan pertapaan Presiden Soekarno."
209,Pusat Wisata Kuliner Saung Wulan,4.4,09.00-21.00 WIB,Rp20.000-Rp120.000,"Keluarga,Kuliner",Bekasi,https://maps.app.goo.gl/VQN62CjuCdwNCnHK6,"restoran khas makanan Sunda yang terletak di Tambun Bekasi. Berdiri sejak tahun 2008, Saung Wulan menjadi tempat paling favorit keluarga & sahabat untuk berkumpul."
210,Islamic Center Bekasi,4.5,08.00-16.00 WIB,Gratis,Religi,Bekasi,https://maps.app.goo.gl/tcxQDkm7frVkyycr9,"Tempat ini merupakan sebuah kawasan yang sangat luas, dan menjadi pusat kegiatan agama Islam di Bekasi. Islamic Center Bekasi juga memiliki masjid, beberapa hall, asrama, kios-kios, dan fasilitas lain yang cukup lengkap."
211,Pantai Muara Gembong,4.2,24 jam,Gratis,"Keluarga,Air",Bekasi,https://maps.app.goo.gl/GeZAKG4ZASdEJtA5A,"Pantai Muara Gembong adalah objek wisata yang terletak di Desa Pantai Sederhana, Muara Gembong, Kabupaten Bekasi, Jawa Barat."
212,Curug Ciparigi,3.8,06.00-17.00 WIB,Rp5.000,"Keluarga,Alam,Air",Bekasi,https://maps.app.goo.gl/k89E69V3j88tmTAZ9,"Curug Parigi adalah sebuah air terjun yang berada di Kabupaten Bekasi, Jawa Barat. Curug ini terkenal akan pemandangan alam yang sangat indah."
213,Situ Cibeureum,4.3,24 jam,Rp10.000,"Keluarga,Alam,Air",Bekasi,https://maps.app.goo.gl/o5KNmUFHoHHyGrjR8,"Danau atau situ Cibeureum di Bekasi merupakan danau yang menawan yang memiliki pemandangan alam yang memukau. Keindahannya mampu menarik perhatian, baik dalam kota maupun dai luar kota untuk berkunjung."
214,Scientia Square Park,4.5,07.00-22.00 WIB,Rp45.000,"Keluarga,Alam,Air",Tangerang,https://maps.app.goo.gl/8CCdpTwijFB7w1Sa8,"Taman kota dengan jalur jogging, panjat tebing dan peternakan koi, serta taman skate dan pusat ping-pong."
215,Masjid Raya Al-A'zhom Kota Tangerang,4.8,05.00-19.00 WIB,Gratis,"Keluarga,Religi",Tangerang,https://maps.app.goo.gl/k5uMTeQgWAraYTKH6,"Masjid Raya Al-A'zhom adalah sebuah kompleks masjid yang berada di kota Tangerang, Provinsi Banten, Indonesia. Masjid ini dibangun pada tahun 1997, dan salah satu masjid terbesar di dunia dalam hal kapasitas jemaah."
216,Museum Benteng Heritage,4.5, 09.00-16.00 WIB,Rp20.000-Rp30.000,"Sejarah&Budaya,Pendidikan",Tangerang,https://maps.app.goo.gl/sWPH1vhTPeNTjQJcA,Museum Benteng Heritage adalah museum peranakan Tionghoa pertama dan satu-satunya di Indonesia. Museum ini merupakan hasil restorasi sebuah bangunan berarsitektur tradisional Tionghoa.
217,The Breeze BSD City,4.7, 09.00-23.00 ,Gratis,"Keluarga,Air,Kuliner",Tangerang,https://maps.app.goo.gl/Kg3uy7yRq968Wptp6,"Tempat modern & terbuka dengan restoran internasional, pujasera, bioskop & galeri seni."
218,Ocean Park BSD,4.5,10.00-20.00 ,Rp65.000,"Keluarga,Air",Tangerang,https://maps.app.goo.gl/oPVoZhQZC6DKJe7a7,"Pusat akuatik yang memiliki berbagai seluncur air, kolam ombak, area ciprat untuk anak-anak dan tempat makan."
219,Telaga Biru Cisoka,4,08.00-18.00 WIB,Gratis,"Keluarga,Alam,Air",Tangerang,https://maps.app.goo.gl/zAjnXgdbLfoF257TA,Telaga Biru Cisoka menjadi wisata alam yang menyuguhkan pemandangan indah yang sangat memukau.
220,Tebing Koja,4.1,08.00-17.00 WIB,Rp5.000,"Keluarga,Alam,Air",Tangerang,https://maps.app.goo.gl/EybJAj8fjrfHv82w6,"Tebing Koja merupakan sebuah tebing yang terletak di Kampung Cireundeu, Desa Cikuya, Solear, Tangerang, Banten, Indonesia. Dari Tebing Koja dapat menikmati pemandangan spektakuler."
221,Taman Wisata Pulau Situ Gintung,4.4,08.00-17.00 WIB,Rp45.000,"Keluarga,Alam",Tangerang,https://maps.app.goo.gl/roFbLNuWbMJyhwFS9,"Tepi danau dengan taman rekreasi air, tempat makan dan perkemahan, serta aktivitas kreatif dan membangun tim."
222,Masjid Pintu Seribu,4.4,05.00-19.00 WIB,Gratis,Religi,Tangerang,https://maps.app.goo.gl/RodTMM8aAZ5tGVex9,Masjid Pintu Seribu memiliki banyak cerita bersejarah. Mulai dari makam keramat hingga labirin sebagai tempat perenungan.
223,Kuliner Pasar Lama Tangerang,4.6,06.00-22.00 WIB,Rp10.000-Rp200.000,Kuliner,Tangerang,https://maps.app.goo.gl/xzmytw7X9zgT1Rkg7,"Saat masuk ke dalam kawasan kuliner pasar lama Tangerang ini, traveler akan disambut berbagai jenis makanan-makanan ringan yang menarik perhatian dan sangat menggoda untuk dicicipi."
224,Curug malela,4.1,06.00-17.00 WIB,Rp6.000,"Alam,Air,Petualangan",Bandung,https://maps.app.goo.gl/jP4wa1tqfrhoHoie9,"Curug Malela adalah sebuah air terjun yang berada di Kawasan Bandung Barat, tepatnya di Kampung Manglid, Desa Cicadas, Kecamatan Rongga. Air terjun ini memiliki ketinggian sekitar 60 meter dan lebar mencapai 70 meter, sehingga disebut juga sebagai Niagara Mini Jawa Barat. Curug Malela menawarkan pemandangan alam yang eksotis dan sejuk, serta memiliki beberapa spot foto menarik. Untuk menuju ke lokasi ini, pengunjung harus melewati jalan yang berlubang dan berkelok-kelok, serta menuruni tangga yang terbuat dari tanah dan cukup curam"
225,Gantole cililin,4.5,24 jam,Rp50.000-Rp2000.000,"Keluarga,Alam,Kuliner",Bandung,https://maps.app.goo.gl/Kd3CMsALV6JspeSd6,"Gantole Cililin adalah sebuah kawasan wisata yang awalnya dibuka untuk tujuan penyelenggaraan Porda Jabar 2010 dan PON 2016 Cabang Olahraga Paralayang. Kawasan ini berada di perbukitan indah dengan ketinggian 1063 mdpl, yang memiliki angin kencang dan udara yang segar. Di sini, pengunjung bisa menikmati pesona alam Bandung dari atas, baik dengan bermain paralayang, ayunan, sepeda, atau sekadar berfoto dengan latar belakang bukit kapur. Selain itu, pengunjung juga bisa berkemah di area yang sudah disediakan, menikmati sunset dan sunrise yang memukau, serta beristirahat di penginapan yang nyaman"
226,Stone garden,4.4,05.00-18.00 WIB,Rp12.000-Rp30.000,"Alam,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/rbvpbHcm7S1qz3VA6,"Stone Garden merupakan sebuah situs geologi yang terbentuk dari proses pelapukan dan erosi selama jutaan tahun. Bebatuan besar ini terdiri dari berbagai jenis batuan, seperti batu andesit, batu pasir, dan batu kapur. Selain bebatuan besar, Stone Garden juga menawarkan pemandangan alam yang indah. Destinasi wisata ini dikelilingi oleh hutan pinus dan pegunungan."
227,sanghyang heleut,4.4,08.00-16.00 WIB,Rp10.000,"Alam,Air,Petualangan",Bandung,https://maps.app.goo.gl/dVJife1X8nHVMEXK7,"Sanghyang Heuleut adalah sebuah danau purba yang terletak di Kecamatan Cipatat, Kabupaten Bandung Barat, Jawa Barat. Danau ini memiliki air yang jernih berwarna kebiruan dan dikelilingi oleh batuan besar. Sanghyang Heuleut merupakan salah satu destinasi wisata alam yang populer di Bandung."
228,Gunung puntang,4.4,08.00-18.00 WIB,Rp15.000,"Alam,Petualangan",Bandung,https://maps.app.goo.gl/TZ7G7qK4EGVWJyiq9,"Gunung Puntang adalah tempat wisata alam yang memiliki pesona pemandangan hutan lindung hijau dan city light yang indah1. Tempat ini juga memiliki nilai historis, karena di sini terdapat bekas pemancar radio terbesar se-Asia Tenggara, yaitu Stasiun Radio Malabar, yang menjadi jaringan komunikasi nirkabel pertama antara Indonesia dan Belanda23. Selain itu, ada juga Goa Belanda yang digunakan sebagai tempat bersembunyi atau menyimpan perbekalan oleh tentara kolonial Belanda2"
229,tangkuban parahu,4.5,08.00-17.00 WIB,Rp30.000-Rp200.000,"Keluarga,Alam",Bandung,https://maps.app.goo.gl/1zLRWNCBtLzfFh516,"Gunung Tangkuban Parahu adalah salah satu gunung berapi aktif di Indonesia yang terletak di Kabupaten Bandung Barat, Jawa Barat. Gunung ini memiliki ketinggian 2.084 meter di atas permukaan laut dan merupakan salah satu destinasi wisata alam yang populer di Bandung."
230,tebing keraton,4.5,06.00-17.00 WIB,Rp15.000,"Keluarga,Alam,Petualangan",Bandung,https://maps.app.goo.gl/WduDYo3KEEE8Rgsv6,"Tebing Keraton adalah salah satu destinasi wisata alam yang populer di Bandung, Jawa Barat. Tebing ini terletak di Taman Hutan Raya (Tahura) Djuanda, di ketinggian 1.200 meter di atas permukaan laut. Tebing Keraton menawarkan pemandangan alam yang luar biasa. Tebing ini dikelilingi oleh hutan pinus dan pegunungan. Dari atas tebing, wisatawan dapat melihat pemandangan kota Bandung dan sekitarnya."
231,taman IRH.juanda,4.5,07.00-22.00 WIB,Rp17.000-Rp57.000,"Alam,Petualangan,Sejarah&Budaya",Bandung,https://maps.app.goo.gl/fmUhJ86cE9dB8S1K8,"Taman Hutan Raya Ir. H. Djuanda atau Tahura Djuanda adalah salah satu destinasi wisata alam yang populer di Bandung, Jawa Barat. Tahura ini merupakan kawasan konservasi yang terpadu antara alam sekunder dengan hutan tanaman dengan jenis Pinus. . Kawasan ini berada di lahan seluas 526.98 hektar dengan 2.500 pohon yang didominasi oleh Pohon Pinus, Bambu, dan berbagai tumbuhan bawaan seperti Tekkan"
232,kawah putih,4.7,07.00-17.00 WIB,Rp60.000-Rp170.000,"Keluarga,Alam",Bandung,https://maps.app.goo.gl/HyksKakUAYdcX6iq5,"Kawah Putih adalah tempat wisata di Ciwidey, Kabupaten Bandung, Jawa Barat. Tempat ini berupa danau yang terbentuk dari letusan Gunung Patuha1. Kawah ini menawarkan keindahan alam yang luar biasa yang dapat membuat kita terkagum-kagum2. Air di danau kawah ini memiliki kandungan asam yang sangat tinggi, yang menyebabkan permukaannya berwarna putih kehijauan atau malah biru dan coklat1."
233,kawah rengganis,4.5,24 jam,Rp20.000-Rp100.000,"Alam,Air,Petualangan",Bandung,https://maps.app.goo.gl/hyPhmdpzPmre2keF9,"Kawah Rengganis adalah sebuah kawah alami yang terbentuk dari letusan Gunung Patuha1. Kawah ini dikenal dengan aroma belerang dan panorama kolam air panas alami yang dipercaya dapat menyembuhkan berbagai penyakit23. Selain itu, Kawah Rengganis juga memiliki nilai sejarah yang tinggi dan sering dijadikan sebagai tujuan ziarah1."
234,walini,4.4,24 jam,Rp20.000-Rp50.000,"Keluarga,Alam,Air",Bandung,https://maps.app.goo.gl/egMina1MtsfJR61S6,"Walini adalah objek wisata di Bandung Selatan yang menawarkan kolam rendam air panas alami dari Gunung Patuha. Selain itu, ada juga taman wisata, curug tilu, gunung bangku, dan penginapan di kawasan perkebunan teh yang hijau"
235,Situ patenggang,4.1,09.00-17.00 WIB,Rp18.000-Rp112.500,"Alam,Air,Kuliner",Bandung,https://maps.app.goo.gl/X3w5wUsKm2omYMG78,"Situ Patenggang adalah danau yang terletak di Ciwidey, Bandung Selatan, di ketinggian 1600 meter di atas permukaan laut. Danau ini memiliki pemandangan yang sangat eksotik dengan dikelilingi perkebunan teh yang hijau. Ada juga pulau kecil di tengah danau yang disebut Pulau Asmara"
236,ranca upas,4.5,24 jam,Rp27.000-Rp44.000,"Keluarga,Alam",Bandung,https://maps.app.goo.gl/RZpgrUT5DYDGgB1w8,"Ranca Upas adalah kawasan wisata alam yang terletak di Pangalengan, Bandung Selatan. Tempat ini memiliki area perkemahan yang luas, area penangkaran rusa, wahana outbound, kolam renang dan waterboom air panas, kolam rendam, dan glamping. Suhu udara di sini sangat sejuk, sekitar 17-20 derajat celcius"
237,rafting rahong,4.5,24 jam,Rp175.000,"Alam,Air,Petualangan",Bandung,https://maps.app.goo.gl/yuumimk1H79zsbQw5,"Rafting Rahong adalah aktivitas wisata yang menantang adrenalin di Sungai Palayangan, Pangalengan, Bandung Selatan. Sungai ini memiliki arus yang deras dan jeram-jeram yang menarik. Rafting di sini cocok untuk pemula hingga tingkat lanjutan"
238,tebing citatah 125,4.5,07.00-16.00 WIB,Rp10.000-Rp300.000,"Alam,Petualangan,Pendidikan",Bandung,https://maps.app.goo.gl/M3v51EpkJJEmpfsd6,"Tebing Citatah 125 adalah tempat panjat tebing yang terletak di Citatah, Bandung Barat. Tempat ini terkenal karena formasi batu kapurnya yang spektakuler dan tantangan panjat tebing yang menarik. Dinding tebing yang tinggi dan curam menciptakan arena yang sempurna bagi para pendaki untuk menguji kemampuan fisik dan mental mereka"
239,gunung putri lembang,4.5,24 jam,Rp10.000-Rp35.000,"Keluarga,Alam,Petualangan",Bandung,https://maps.app.goo.gl/N2rTxGnMGJ2GFyJV7,"Gunung Putri Lembang adalah salah satu objek wisata dataran tinggi unggulan di Kabupaten Bandung Barat, Jawa Barat. Ketinggian gunung ini adalah 1.587 mdpl, sehingga cukup sejuk namun dapat dijangkau dengan mudah, sehingga cocok untuk objek wisata. Di sini, kita dapat mendirikan tenda di camping ground, menikmati pemandangan sunset dan sunrise, berkeliling di puncak gunung untuk mencari bangunan tua peninggalan era kolonial Belanda, dan mendengar legenda tentang Gunung Tangkuban Perahu dan Dayang Sumbi"
240,gunung manglayang,4.6,24 jam,Rp7.500-Rp20.000,"Alam,Petualangan",Bandung,https://maps.app.goo.gl/JC4FKQVWFqWr8DwD8,"Gunung Manglayang adalah sebuah gunung berapi kerucut non-aktif yang terletak di antara Kota Bandung dan Kabupaten Sumedang, Jawa Barat, Indonesia dan memiliki ketinggian sekitar 1818 mdpl. Tempat ini cocok bagi para pendaki pemula atau sebagai tempat pemanasan mendaki sebelum mendaki ke gunung yang lebih tinggi. Jarak tempuhnya cukup singkat, yakni bisa ditempuh sekitar 30 menit. Suasananya pun sudah sejuk, sekitar 17-20 derajat celcius. Di sini, kita dapat menikmati pemandangan alam yang hijau dan eksotis, melihat pelangi di air terjun, dan mendengar mitos tentang kuda terbang Semprani yang tersungkur di gunung ini"
241,sari ater,4.5,08.00-24.00 WIB,Rp40.000-Rp80.000,"Keluarga,Alam,Air",Bandung,https://maps.app.goo.gl/Xu3DmWhYqSAzFR126,"Sari Ater adalah tempat pemandian air panas alami yang berada di bawah Gunung Tangkuban Perahu. Lokasinya sangat luas sekali, dan merupakan kawasan pemandian air panas terbesar yang ada di Jawa Barat. Luas Sari Ater ini mencapai 30 hektar dan berada di ketinggin sekitar 800 mdpl, sehingga udara yang dirasakan pun sangat sejuk. Di sekitar Situ Cileunca terdapat berbagai fasilitas wisata, seperti area camping, restoran, dan penginapan. Pengunjung dapat menikmati berbagai aktivitas wisata di Sari Ater, seperti bersantai di tepi danau, memancing, berlayar, dan hiking. Sari Ater juga memiliki sejarah dan mitos yang berkaitan dengan Gunung Tangkuban Perahu dan Dayang Sumbi"
242,curug panganten cimahi,4.6,07.00-17.00 WIB,Rp5.000,"Alam,Air,Petualangan",Bandung,https://maps.app.goo.gl/N9hXi2WGCdjguTqX6,"Curug Panganten Cimahi adalah sebuah air terjun yang terletak di Desa Padaasih, Kecamatan Cisarua, Kabupaten Bandung Barat, Jawa Barat, Indonesia. Air terjun ini memiliki ketinggian sekitar 25 meter dan dikelilingi oleh hutan hijau yang masih alami. Curug Panganten ini juga dikenal dengan sebutan “Curug Cinulang” oleh penduduk setempat. Di sini, kita dapat berburu foto menarik, berenang di kolam alami tepat di bawah air terjun, dan piknik di sekitar area curug. Curug ini juga memiliki mitos yang mengatakan bahwa di tempat ini dulunya ada sepasang pengantin yang hanyut di sungai, sehingga tempat ini tidak boleh dikunjungi oleh sepasang kekasih"
243,Situ cileunca,4.5,07.00-18.00 WIB,Rp18.000-Rp45.000,"Keluarga,Alam,Air",Bandung,https://maps.app.goo.gl/jt7WYhzpWBySJV5G6,"Situ Cileunca merupakan obyek wisata yang terletak di Pangalengan, Bandung, Jawa Barat. Kawasan wisata ini tepatnya di Jalan Situ Cileunca, Pulosari, Pangalengan, Bandung. Situ Cileunca merupakan obyek wisata yang dapat dinikmati bersama keluarga, teman, maupun untuk acara kantor. Situ Cileunca merupakan danau buatan dengan luas 1.400 hektar yang dikelilingi bukit dengan latar belakang pegunungan. Sumber air Situ Cileunca berasal dari Situ Panunjang yang ukurannya lebih besar dari Situ Cileunca. Di sini, kita dapat menikmati berbagai wahana permainan yang dapat dilakukan secara kelompok maupun individual, seperti arung jeram, paintball, flying fox, offroad landrover, archery, lake tour, fun games, wisata berkebun, team building, river tubing, dan masih banyak lagi"
